iter	Logloss
171	0.4075227647
172	0.4068025649
173	0.4063284784
174	0.4057737693
175	0.4053290156
176	0.4048955406
177	0.4044289159
178	0.4039491687
179	0.4032453506
180	0.402678248
181	0.4020840852
182	0.401603223
183	0.4010646813
184	0.4005650357
185	0.4000050518
186	0.3995547232
187	0.3991059813
188	0.3986113103
189	0.3981592234
190	0.3976738154
191	0.3970362537
192	0.3965675706
193	0.3961656156
194	0.3957381444
195	0.3950459051
196	0.3946320711
197	0.3942013407
198	0.3933424099
199	0.3928518129
200	0.3923918354
201	0.3918080935
202	0.3912009369
203	0.3908127906
204	0.3903987422
205	0.3900106816
206	0.3895835106
207	0.3892055708
208	0.3888095767
209	0.388431208
210	0.388039631
211	0.3876520422
212	0.3869175619
213	0.3863440265
214	0.3859617554
215	0.3855676482
216	0.3851496973
217	0.3847256997
218	0.3843459587
219	0.3839675043
220	0.383399158
221	0.3827281894
222	0.3823359691
223	0.3818554499
224	0.3814908042
225	0.3811241001
226	0.3807347531
227	0.380275333
228	0.3798820835
229	0.379512163
230	0.3790008529
231	0.3785053671
232	0.3779827783
233	0.3776037664
234	0.37726052
235	0.3766892576
236	0.3763388066
237	0.3759617674
238	0.3755822838
239	0.3752559767
240	0.3749144028
241	0.3745269856
242	0.3741948034
243	0.3736044145
244	0.3732096211
245	0.3728256775
246	0.3724293403
247	0.3720400361
248	0.3717160877
249	0.3713372902
250	0.3708761119
251	0.3705288344
252	0.3702096891
253	0.3697750132
254	0.3693904264
255	0.369045679
256	0.3687199295
257	0.3683256507
258	0.3679629349
259	0.3676475205
260	0.3673373379
261	0.3669764232
262	0.3664619825
263	0.366125083
264	0.3657858678
265	0.3654335299
266	0.3650879678
267	0.364649218
268	0.3643462829
269	0.3640475505
270	0.3637405414
271	0.3634137198
272	0.3630896856
273	0.3627906101
274	0.3624362138
275	0.3620962695
276	0.3617424736
277	0.3614251723
278	0.361126783
279	0.3608038209
280	0.3604688941
281	0.3601589689
282	0.3598377651
283	0.3595388397
284	0.359185151
285	0.3588769411
286	0.3585370397
287	0.3582555468
288	0.3578655136
289	0.3575591693
290	0.3571789566
291	0.3568319793
292	0.3563781556
293	0.3560441937
294	0.3557721354
295	0.3554146085
296	0.3550794887
297	0.3547995397
298	0.3544756127
299	0.3541934765
300	0.3539053794
301	0.3535510475
302	0.3530907483
303	0.3527964544
304	0.3524568103
305	0.3521284019
306	0.3517746918
307	0.3514643163
308	0.351180915
309	0.3509193205
310	0.3504366571
311	0.3500882646
312	0.3497873451
313	0.3494815153
314	0.3491577813
315	0.3488824852
316	0.3485129078
317	0.3482275982
318	0.3479250491
319	0.3476802224
320	0.3473570459
321	0.3469489369
322	0.3466569159
323	0.3463705556
324	0.3461053802
325	0.3456840629
326	0.3454179655
327	0.3450716315
328	0.3447115101
329	0.3443704937
330	0.3441018018
331	0.3437563254
332	0.3434759261
333	0.3432176765
334	0.3429292364
335	0.3426748464
336	0.3424123298
337	0.3421717057
338	0.3418959807
339	0.341664105
340	0.3412784889
341	0.340998497
342	0.3407616253
343	0.3404971146
344	0.3402441612
345	0.3400075468
346	0.3397466813
347	0.3394872953
348	0.3392482793
349	0.3389132667
350	0.3386214387
351	0.338312071
352	0.3380344377
353	0.3377910475
354	0.3375183888
355	0.3372585096
356	0.3370293571
357	0.3367840157
358	0.3364253095
359	0.3360862015
360	0.3358291741
361	0.3355819458
362	0.3352704339
363	0.3349771263
364	0.3346315857
365	0.3343434028
366	0.3341164803
367	0.3336840559
368	0.3333891616
369	0.333121113
370	0.332865801
371	0.3326279
372	0.3324047298
373	0.3321370457
374	0.3318564963
375	0.3314914003
376	0.3312421136
377	0.3309633867
378	0.3307430469
379	0.3304755129
380	0.3302663444
381	0.3300562325
382	0.3297175105
383	0.3295006014
384	0.3292340108
385	0.3289264871
386	0.3286811672
387	0.3284167851
388	0.3281963596
389	0.327977585
390	0.3277638065
391	0.3274320961
392	0.3272047661
393	0.3269460019
394	0.3267142549
395	0.3264573347
396	0.3262227144
397	0.3260188851
398	0.325649758
399	0.3254260089
400	0.3251898019
401	0.3249490705
402	0.3246700864
403	0.3244119226
404	0.3241854932
405	0.323958635
406	0.3237278314
407	0.3235036963
408	0.3232573471
409	0.3229975966
410	0.3227738689
411	0.3225278414
412	0.3223127763
413	0.3220525541
414	0.3217549796
415	0.3214437464
416	0.3211977188
417	0.3209784726
418	0.3207081082
419	0.3205092534
420	0.320252226
421	0.3199989296
422	0.319758477
423	0.319539338
424	0.3193203062
425	0.3190365618
426	0.3188383503
427	0.318616917
428	0.3183625484
429	0.3181264486
430	0.3179131419
431	0.3176914083
432	0.3174838266
433	0.3172706485
434	0.3170800061
435	0.3168899641
436	0.3165909529
437	0.3163650381
438	0.3161739883
439	0.3159560929
440	0.3157561232
441	0.3155568182
442	0.3153497082
443	0.3151187759
444	0.3149315214
445	0.3146537809
446	0.3144291741
447	0.3142231362
448	0.3140117807
449	0.3137938638
450	0.3136075742
451	0.3133201847
452	0.3131165484
453	0.3129324673
454	0.3127024141
455	0.3124919806
456	0.3122965137
457	0.3120703845
458	0.3118911065
459	0.3116864838
460	0.3114996152
461	0.3113002673
462	0.3111001904
463	0.3109117565
464	0.3106764286
465	0.3104511142
466	0.3102541035
467	0.3100660342
468	0.3098581094
469	0.3096014251
470	0.3093235345
471	0.30907101
472	0.3087874372
473	0.3086111396
474	0.3084216551
475	0.3081948612
476	0.3080280625
477	0.3077854871
478	0.3075086043
479	0.3072376824
480	0.3070647084
481	0.3068144782
482	0.3066099627
483	0.3064294624
484	0.3061934913
485	0.3059859096
486	0.3058007778
487	0.3056005508
488	0.3053577396
489	0.3051262927
490	0.3049191827
491	0.3046975778
492	0.304506721
493	0.3043356339
494	0.304158157
495	0.3039619611
496	0.3036937194
497	0.303522182
498	0.3033111481
499	0.3031071258
500	0.3028873864
501	0.3027006893
502	0.3024212763
503	0.3022295404
504	0.3019742498
505	0.3018178935
506	0.3016443619
507	0.3014753761
508	0.3013031526
509	0.301127048
510	0.3009564326
511	0.3007649539
512	0.3005611889
513	0.3003091147
514	0.3000616505
515	0.2998855031
516	0.2995883788
517	0.2994046837
518	0.2991710068
519	0.2989990191
520	0.298828318
521	0.2986592893
522	0.2984615495
523	0.2983143061
524	0.2980999272
525	0.2979085987
526	0.2977316578
527	0.2975403293
528	0.2973454199
529	0.2971639548
530	0.2969165121
531	0.2967327097
532	0.2964941869
533	0.2963475225
534	0.2961842188
535	0.2959680817
536	0.2957434749
537	0.2955501951
538	0.2954025014
539	0.2952182273
540	0.2950568321
541	0.2948127558
542	0.2946108348
543	0.2944521627
544	0.2942405069
545	0.2940750806
546	0.2939149504
547	0.2937726601
548	0.2936264244
549	0.2934127317
550	0.2932325317
551	0.2930287452
552	0.2928995347
553	0.292751069
554	0.2925966853
555	0.2924685683
556	0.2923008905
557	0.292121248
558	0.2919242801
559	0.291706299
560	0.291539779
561	0.2913656042
562	0.2912025365
563	0.2909797951
564	0.2908013962
565	0.2906441822
566	0.2904851455
567	0.2903168459
568	0.2901249813
569	0.2899844707
570	0.2898353833
571	0.2896135425
572	0.2894655057
573	0.2893038317
574	0.2890881234
575	0.2889348547
576	0.2887347992
577	0.2885643339
578	0.2883816466
579	0.2881575758
580	0.2879283804
581	0.2877830024
582	0.2875691596
583	0.2874297211
584	0.2872891677
585	0.2870455202
586	0.2868391821
587	0.286692582
588	0.2865193292
589	0.2863203887
590	0.2861603871
591	0.2859757914
592	0.2858091214
593	0.2856403286
594	0.2854900189
595	0.2853205185
596	0.2851521331
597	0.2850020807
598	0.2847996666
599	0.2846107396
600	0.284490449
601	0.2843604879
602	0.2840626561
603	0.2838625148
604	0.2837045932
605	0.2835522036
606	0.2834184473
607	0.2832851199
608	0.2830312445
609	0.2828868315
610	0.2827332411
611	0.2826029799
612	0.2824759993
613	0.2822871581
614	0.2821575616
615	0.2820052364
616	0.2818610592
617	0.2817087554
618	0.2815788158
619	0.2814232528
620	0.2813032409
621	0.2811552256
622	0.2810240423
623	0.2808611247
624	0.2807105148
625	0.2805404998
626	0.2804010828
627	0.2802620088
628	0.2800374449
629	0.2799099712
630	0.2797801817
631	0.2796144336
632	0.2794792836
633	0.2792899492
634	0.2791187977
635	0.2790036318
636	0.2788299502
637	0.2787102814
638	0.2785696207
639	0.2784167165
640	0.2782336003
641	0.2781048186
642	0.2779663236
643	0.2777075594
644	0.2774890207
645	0.2772900802
646	0.2771431584
647	0.2770012112
648	0.2768017561
649	0.2766918864
650	0.2765109787
651	0.2763639283
652	0.2762202014
653	0.2760698917
654	0.2759001983
655	0.2757110998
656	0.275554915
657	0.2754021394
658	0.2752609856
659	0.2751278511
660	0.2749900208
661	0.2748531768
662	0.2746193285
663	0.2744896247
664	0.2743248202
665	0.27408366
666	0.2739446289
667	0.2738308138
668	0.2736930693
669	0.2735740652
670	0.2734314962
671	0.2733333125
672	0.273185147
673	0.2730506188
674	0.2729006093
675	0.272727378
676	0.272581078
677	0.2724135503
678	0.2722926164
679	0.2721009662
680	0.2719727206
681	0.2718286506
682	0.2716728303
683	0.2715369083
684	0.2714139803
685	0.2712978281
686	0.2711772801
687	0.2709902615
688	0.2708676122
689	0.2706763909
690	0.2705377672
691	0.2704328506
692	0.2703079071
693	0.2701819557
694	0.270041681
695	0.2698907281
696	0.2697304478
697	0.2695639279
698	0.2694438088
699	0.2693467186
700	0.2691750526
701	0.2690146436
702	0.2688972477
703	0.26879722
704	0.2686126457
705	0.2684975655
706	0.2683949004
707	0.2682371289
708	0.2682163085
709	0.2681042517
710	0.2679625832
711	0.267846238
712	0.2677178422
713	0.2676141264
714	0.2673932291
715	0.2671943958
716	0.2670491251
717	0.266894141
718	0.2667726711
719	0.2666698129
720	0.266555762
721	0.2664513386
722	0.2663177967
723	0.2662052467
724	0.2660737848
725	0.2659439309
726	0.2657648459
727	0.2656615589
728	0.2655493306
729	0.2654096562
730	0.2652401773
731	0.2650802829
732	0.2649611288
733	0.2647540617
734	0.26463212
735	0.2645107358
736	0.2643448377
737	0.2643116881
738	0.2641335036
739	0.2640178445
740	0.2639061308
741	0.2637103637
742	0.2636045466
743	0.2634692035
744	0.2633277066
745	0.2631773326
746	0.2630982753
747	0.2629897565
748	0.2627761495
749	0.2627268539
750	0.2625856572
751	0.2624694835
752	0.2623370137
753	0.2623065444
754	0.2621529755
755	0.262030605
756	0.2619082345
757	0.2617963707
758	0.2616963644
759	0.2616103384
760	0.2614918489
761	0.2613637748
762	0.2612421333
763	0.2611044316
764	0.2609846985
765	0.2608572248
766	0.2607416086
767	0.2606047217
768	0.2604736886
769	0.2603453571
770	0.2601856772
771	0.2600556733
772	0.2599452032
773	0.2598396863
774	0.2597154074
775	0.2595786492
776	0.2594986056
777	0.2593819816
778	0.259278716
779	0.2591679243
780	0.2590669102
781	0.2589575337
782	0.2588662543
783	0.2586759336
784	0.2585535416
785	0.258441056
786	0.2583516635
787	0.2582447314
788	0.258125277
789	0.258024413
790	0.2579159799
791	0.2577732394
792	0.2576915661
793	0.2575959126
794	0.2574696396
795	0.2573096166
796	0.2571466561
797	0.2570995476
798	0.2569941164
799	0.256852448
800	0.2567455802
801	0.2566039117
802	0.2564934631
803	0.2564696408
804	0.2563659035
805	0.2562776261
806	0.2561853819
807	0.2560430701
808	0.2559379606
809	0.2558345235
810	0.2556773738
811	0.2555337112
812	0.2554144284
813	0.2552523041
814	0.25511977
815	0.2550216935
816	0.2549025822
817	0.2547806405
818	0.2547377347
819	0.254605994
820	0.2544107844
821	0.2543082908
822	0.2542206995
823	0.2541087285
824	0.2539924904
825	0.2538814414
826	0.2537649246
827	0.2537350771
828	0.2536166091
829	0.2534766345
830	0.2534030879
831	0.2532701035
832	0.2532028394
833	0.2531223026
834	0.253012197
835	0.2527367079
836	0.2526362942
837	0.2525294049
838	0.2524308353
839	0.2523345599
840	0.2522271775
841	0.252099618
842	0.2519913135
843	0.2519093615
844	0.2518190256
845	0.2517244442
846	0.2516058475
847	0.25147698
848	0.2513934413
849	0.2512782325
850	0.2511879395
851	0.2510788202
852	0.250982309
853	0.2508839323
854	0.2508422916
855	0.2507947972
856	0.2507163402
857	0.2506063204
858	0.2505144836
859	0.2502906701
860	0.2501859037
861	0.2500748118
862	0.2500145164
863	0.2499530416
864	0.2498574095
865	0.2497666019
866	0.2496357832
867	0.2495913336
868	0.2494762319
869	0.2493718085
870	0.2492822231
871	0.2492052886
872	0.2490976918
873	0.2490317999
874	0.2488952991
875	0.2487624648
876	0.248653903
877	0.2485801205
878	0.2484820225
879	0.2483792287
880	0.2482793082
881	0.248256022
882	0.2481505908
883	0.2480949912
884	0.2479927764
885	0.247907072
886	0.2478794116
887	0.2478168862
888	0.2476695999
889	0.2475463503
890	0.2474243014
891	0.2473538853
892	0.2472315362
893	0.2471261908
894	0.2470736789
895	0.2469732866
896	0.2468901768
897	0.2468364641
898	0.2467227991
899	0.2466484591
900	0.2465945535
901	0.2465731542
902	0.2465003366
903	0.246365744
904	0.2462619639
905	0.2461644234
906	0.246036092
907	0.2459576351
908	0.2458914002
909	0.245858465
910	0.2458256156
911	0.245742377
912	0.2456448795
913	0.2455783015
914	0.2455321365
915	0.245428292
916	0.2452513941
917	0.245226757
918	0.2450716658
919	0.2449839458
920	0.2448984773
921	0.2448018803
922	0.2447124664
923	0.2446160409
924	0.2445196369
925	0.2443770036
926	0.2443493217
927	0.2442057663
928	0.2440943957
929	0.2440637977
930	0.2440185976
931	0.2439189129
932	0.2438427717
933	0.2436920332
934	0.2435781967
935	0.2434994181
936	0.2433500734
937	0.2432037949
938	0.2431419985
939	0.2430138815
940	0.2428598409
941	0.2428212021
942	0.2427386068
943	0.2426812704
944	0.2426293375
945	0.2425403096
946	0.2423518543
947	0.2422947538
948	0.2422110006
949	0.2420750143
950	0.241992998
951	0.2419055139
952	0.2418066012
953	0.2417066806
954	0.2415554061
955	0.2414444642
956	0.2413451655
957	0.2412938115
958	0.2411916181
959	0.2411076505
960	0.241026835
961	0.2409071447
962	0.24077579
963	0.2406773704
964	0.2405944749
965	0.2405317994
966	0.2404325222
967	0.2403382623
968	0.2403095084
969	0.2402446029
970	0.2401282148
971	0.2400483212
972	0.2399698429
973	0.2399220054
974	0.2398459071
975	0.2397550351
976	0.2396806737
977	0.2396579878
978	0.23955335
979	0.2395239957
980	0.2394059994
981	0.2393327958
982	0.2393092523
983	0.2392302164
984	0.2391217619
985	0.2390202117
986	0.2389640976
987	0.238933907
988	0.2389051316
989	0.2388145813
990	0.238719378
991	0.2386773728
992	0.2385765517
993	0.2384707774
994	0.2383694631
995	0.238259186
996	0.2380262596
997	0.2379380251
998	0.2378662581
999	0.2378397985
